area_council,ward,community,sector,role_in_community,other_role_in_community,sex,age_in_completed_years,marital_status,occupation,other_occupation,physical_challenge,deaf,dumb,cripple,blind,amputee,has_other_physical_challenge,other_physical_challenge,community_existence,duration_in_community,community_duration_months,condition_of_roads,movement_easy_convenient,movement_difficult_inconvenient,transport_fare_high,too_many_accidents,public_power_supply,other_sources_of_electricity,hours_of_public_power,effect_of_power_condition,public_water_supply,private_boreholes,water_vendors,stream,hand_dug_wells,harvested_rain,most_impacted_by_water_supply,other_impacted_water_supply,healthcare_facility,teaching_hospital,specialist_hospital,private_hospital,maternity_health_center_or_dispensary,herbal_homes_traditional_birth_attendance,public_primary_healthcare_facility,functional_public_healthcare_facility,healthcare_residents_go_out_of_community,healthcare_increased_complications,healthcare_other_effect,healthcare_other_effect_non_functional,educational_institution,public_nursery_school,private_nursery_school,public_primary_school,private_primary_school,public_secondary_school,private_secondary_school,colleges_of_education_or_teacher_training,universities_polytechnics_research_institutions,other_types_educational_instutitions,other_educational_institutions,education_children_travel_long_distance,education_additional_costs,education_increased_danger_exposure,waste_mangement_system,who_manages_waste,waste_high_incidence_injury,waste_offensive_odour,waste_prevalence_of_diseases,waste_other_effects,other_waste_management_absence,services_supermarkets_departmental_stores,services_daily_markets,services_scheduled_markets,services_mobile_telephone_services,services_business_centres,services/Type_of_Services/hair_styling_t,services_fast_food_joints,services_other,services_other_services,services_market_available,market_facilities_access_roads,market_facilities_electricity,market_facilities_toilets,market_facilities_motor_parks,market_facilities_waste_refuse_dump,market_facilities_other,other_market_facilities,market_absence_effect_travel_long_distance,market_absence_effect_low_patronage,market_absence_effect_more_spent_to_markets,market_absence_effect_high_patronage,mtn_present,mtn_signal_strength,glo_present,glo_signal_strength,etisalat_present,etisalat_signal_strength,airtel_present,airtel_signal_strength,visafone_present,visafone_signal_strength,has_other_network,other_network_name,other_network_signal_strength,involved_in_budget_process,community_access_to_budget_document,respondent_awareness_of_project_in_budget,name_of_project_in_budget,project_in_budget_monitor_implementation,project_in_budget_ask_questions,project_in_budget_do_nothing,project_in_budget_get_media_attention,area_council_budget_community_writes_needs,area_council_budget_coummunity_consultation,area_council_budget_other,area_council_budget_other_ways,project_implemented_due_to_request,name_project_implemented_due_to_request,community_briefing_on_development,months_since_last_community_briefing,cda_present,cda_initiates_meetings_with_area_council,cda_writes_to_area_councils,cda_never_contacted_area_council,area_councils_initiate_meetings_with_cda,cda_work_with_area_council_other,other_cda_work_with_area_council,cda_gender_composition,priority_need_to_community,other_priority_need_to_community,gps_location_of_community,community_latitude,community_longitude,community_altitude,gps_precision,today,submission_time,submission_date
amac,nyanya,gbagbalape,rural,community_head,n/a,male,69,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,False,False,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,True,True,False,False,n/a,yes,False,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,more_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-04T12:34:29,2016-08-04
amac,nyanya,gbagbalape,rural,ordinary_member,n/a,female,35,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,1_to_5,n/a,non_graded,False,True,True,True,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,False,False,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,False,True,False,False,n/a,yes,False,True,False,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,no,n/a,False,True,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,more_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-04T12:34:41,2016-08-04
amac,gwagwa,saburi,rural,ordinary_member,n/a,female,18,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,less_than_1,2,graded,False,True,False,False,yes,n/a,1_to_6,food_preservation,no,True,False,False,False,False,no_or_low_incidence_diseases,n/a,yes,False,False,True,True,False,True,yes,n/a,n/a,n/a,n/a,yes,False,True,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,True,False,False,True,True,False,False,n/a,yes,True,False,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,weak,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,other,Secondary School,9.10611957 7.28238982 443.29998779296875 3.0,9.10611957,7.28238982,443.299987793,3,2016-08-04,2016-08-04T12:48:27,2016-08-04
amac,gwagwa,saburi,rural,community_head,n/a,male,45,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,7_to_12,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,True,True,False,False,no,True,True,False,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,True,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,yes,weak,yes,strong,yes,strong,yes,weak,yes,weak,no,n/a,n/a,yes,no,yes,Borehole,False,False,True,False,True,False,False,n/a,yes,Borehole,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,primary_health,n/a,9.1096092 7.28117344 450.3999938964844 14.0,9.1096092,7.28117344,450.3999938965,14,2016-08-04,2016-08-04T12:48:44,2016-08-04
amac,gwagwa,filling_dabo,rural,community_head,n/a,male,50,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,graded,True,False,False,False,yes,n/a,7_to_12,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,True,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,yes,weak,yes,weak,yes,weak,no,n/a,n/a,yes,no,yes,Borehole,False,True,False,False,True,False,False,n/a,yes,Water Borehole,no,n/a,yes,False,False,True,False,False,n/a,men_and_women,primary_health,n/a,9.094601666666668 7.280585 382.6 4.8,9.0946016667,7.280585,382.6,4.8,2016-08-04,2016-08-04T13:39:52,2016-08-04
amac,gwagwa,filling_dabo,rural,ordinary_member,n/a,female,35,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,True,True,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,yes,Additional school building,False,False,True,False,True,False,False,n/a,yes,Borehole,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,9.095071666666666 7.280891666666667 399.7 5.5,9.0950716667,7.2808916667,399.7,5.5,2016-08-04,2016-08-04T13:40:01,2016-08-04
amac,nyanya,area_e,urban,community_head,n/a,male,57,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,dilapidated,True,False,False,False,yes,n/a,13_to_18,commercial_activities,no,True,True,False,True,True,no_or_low_incidence_diseases,n/a,yes,False,True,True,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,True,False,False,False,True,False,False,n/a,don_t_know,n/a,yes,1_to_6,yes,True,False,False,False,False,n/a,more_men,water,n/a,9.027445 7.5787281 0.0 3599.999,9.027445,7.5787281,0,3599.999,2016-08-04,2016-08-04T13:47:50,2016-08-04
amac,nyanya,area_e,urban,ordinary_member,n/a,female,34,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,dilapidated,True,True,False,False,yes,n/a,7_to_12,commercial_activities,no,True,True,False,True,True,no_or_low_incidence_diseases,n/a,yes,False,True,True,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,True,False,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,True,False,False,False,False,n/a,men_and_women,water,n/a,9.027445 7.5787281 0.0 3599.999,9.027445,7.5787281,0,3599.999,2016-08-04,2016-08-04T13:53:27,2016-08-04
amac,karu,jikwoyi,rural,ordinary_member,n/a,female,35,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,yes,n/a,1_to_6,food_preservation,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,True,True,True,False,n/a,yes,True,False,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,False,True,False,False,False,True,No idea,yes,Health care,don_t_know,n/a,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,8.98589065 7.56501106 453.6000061035156 5.0,8.98589065,7.56501106,453.6000061035,5,2016-08-04,2016-08-04T14:01:46,2016-08-04
amac,gwagwa,bagusa,rural,community_head,n/a,male,50,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,False,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,False,no,True,True,False,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,no,yes,Borehole,False,False,True,False,False,True,False,n/a,yes,Borehole,no,n/a,yes,False,False,True,False,False,n/a,men_and_women,public_primary,n/a,9.11099283 7.26636201 402.8999938964844 15.0,9.11099283,7.26636201,402.8999938965,15,2016-08-04,2016-08-04T14:26:42,2016-08-04
amac,gwagwa,bagusa,rural,ordinary_member,n/a,female,28,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,False,False,lot_money_buying_water,n/a,no,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,True,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,power,n/a,9.11055459 7.26616456 407.6000061035156 9.0,9.11055459,7.26616456,407.6000061035,9,2016-08-04,2016-08-04T14:26:58,2016-08-04
amac,karu,karu_site,urban,women_leader,n/a,female,46,married,business,n/a,yes,False,False,False,False,True,False,n/a,migrated_here,11_to_15,n/a,dilapidated,False,True,True,True,yes,n/a,13_to_18,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,lot_money_buying_water,n/a,yes,False,True,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,yes,yes,no,n/a,False,True,False,False,True,False,False,n/a,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,9.013193333333334 7.56407 425.5 5.6,9.0131933333,7.56407,425.5,5.6,2016-08-04,2016-08-04T14:33:55,2016-08-04
amac,orozo,gidan_mangoro,rural,other,Chief's daughter,female,24,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,yes,n/a,24,commercial_activities,no,True,False,False,True,False,no_or_low_incidence_diseases,n/a,yes,False,False,False,False,False,True,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,True,False,False,True,False,False,n/a,yes,"Primary health care,primary school",no,n/a,yes,True,True,False,False,False,n/a,men_and_women,other,Secondary School,8.91840003 7.56105078 420.6000061035156 5.0,8.91840003,7.56105078,420.6000061035,5,2016-08-04,2016-08-04T14:37:58,2016-08-04
amac,orozo,gidan_mangoro,rural,ordinary_member,n/a,male,50,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,False,False,True,False,no_or_low_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,True,False,False,False,False,True,No idea,yes,"Primary school,public health care",no,n/a,yes,True,False,False,False,False,n/a,men_and_women,other,Police station,8.91853229 7.56132513 425.1000061035156 5.0,8.91853229,7.56132513,425.1000061035,5,2016-08-04,2016-08-04T14:39:05,2016-08-04
amac,karu,jikwoyi,rural,other,SA to the chief,male,56,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,yes,n/a,none_of_the_above,commercial_activities,no,True,True,False,True,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,False,False,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,False,False,n/a,yes,Transformer,yes,1_to_6,yes,True,False,False,True,False,n/a,more_men,access_road,n/a,8.98579818 7.56398673 455.79998779296875 5.0,8.98579818,7.56398673,455.799987793,5,2016-08-04,2016-08-04T14:43:28,2016-08-04
amac,karu,karu_site,urban,ordinary_member,n/a,male,40,married,other,self employed,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,dilapidated,True,False,True,True,yes,n/a,7_to_12,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,True,True,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,False,True,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,9.013095 7.563978333333334 429.7 4.2,9.013095,7.5639783333,429.7,4.2,2016-08-04,2016-08-04T15:02:02,2016-08-04
gwagwalada,paiko,paiko_kore_sarki,rural,youth_leader,n/a,male,25,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,dilapidated,False,False,False,True,yes,n/a,7_to_12,household_management,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,no,False,True,False,n/a,yes,True,True,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,True,False,True,True,True,False,n/a,yes,False,False,False,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,weak,yes,weak,yes,weak,no,n/a,no,n/a,n/a,yes,yes,don_t_know,n/a,True,False,False,False,True,False,False,n/a,yes,"Schools to add school classroom, and transform",no,n/a,yes,False,True,False,False,False,n/a,more_men,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-03,2016-08-04T15:43:50,2016-08-04
gwagwalada,paiko,paiko_kore_sarki,rural,ordinary_member,n/a,female,18,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,dilapidated,False,True,False,True,yes,n/a,1_to_6,social_life,no,True,True,False,True,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,no,True,True,False,n/a,yes,True,True,True,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,True,False,True,True,True,False,n/a,yes,True,False,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,more_men,waste_management,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-03,2016-08-04T15:43:56,2016-08-04
gwagwalada,zuba,ungwan_kasa,rural,ordinary_member,n/a,female,38,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,21_to_25,n/a,non_graded,False,True,False,False,no,generators,n/a,commercial_activities,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,False,False,True,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,True,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,weak,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,all_men,access_road,n/a,9.088375000000001 7.198189999999999 367.8 4.6,9.088375,7.19819,367.8,4.6,2016-08-04,2016-08-04T15:57:15,2016-08-04
gwagwalada,zuba,ungwan_kasa,rural,community_head,n/a,male,55,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,household_management,no,False,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,True,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,weak,yes,weak,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,all_men,water,n/a,9.088346666666666 7.198083333333333 363.3 4.7,9.0883466667,7.1980833333,363.3,4.7,2016-08-04,2016-08-04T15:57:48,2016-08-04
gwagwalada,zuba,ungwan_kasa,rural,ordinary_member,n/a,female,26,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,none_of_the_above,commercial_activities,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,strong,yes,weak,yes,weak,yes,weak,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,9.096451666666667 7.215353333333334 421.2 5.0,9.0964516667,7.2153533333,421.2,5,2016-08-04,2016-08-04T15:58:32,2016-08-04
amac,karshi,karshi,urban,ordinary_member,n/a,male,30,single,other,tailoring,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,fully_tarred,True,False,False,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,True,True,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,men_and_women,water,n/a,8.8296097 7.5739863 0.0 3599.999,8.8296097,7.5739863,0,3599.999,2016-08-04,2016-08-04T17:48:13,2016-08-04
amac,orozo,ungwan_sarki_orozo,rural,women_leader,n/a,female,65,widow,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,none_of_the_above,household_management,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,True,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,True,False,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,all_women,power,n/a,8.9022321 7.5699221 0.0 2599.999,8.9022321,7.5699221,0,2599.999,2016-08-04,2016-08-04T17:48:39,2016-08-04
amac,orozo,orozo,rural,ordinary_member,n/a,male,30,married,other,tailoring,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,no,True,True,False,True,True,lot_money_buying_water,n/a,no,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,True,False,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,True,True,True,True,False,False,n/a,yes,False,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,8.9077578 7.5675514 0.0 4099.999,8.9077578,7.5675514,0,4099.999,2016-08-04,2016-08-04T17:48:42,2016-08-04
amac,karu,ungwa_pashi,urban,community_head,n/a,male,70,married,other,eze igbo 2 of karu,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,True,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,True,True,True,False,n/a,yes,True,False,True,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,True,False,n/a,don_t_know,n/a,no,n/a,yes,True,True,False,False,False,n/a,men_and_women,power,n/a,9.0180751 7.5675514 0.0 2599.999,9.0180751,7.5675514,0,2599.999,2016-08-04,2016-08-04T17:48:43,2016-08-04
amac,karu,ungwa_pashi,urban,ordinary_member,n/a,female,30,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,graded,True,False,False,False,yes,n/a,1_to_6,household_management,no,False,True,False,True,True,lot_money_buying_water,n/a,no,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,True,True,True,True,True,False,n/a,yes,False,True,True,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,True,False,True,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,9.0118949 7.5687524 0.0 36.0,9.0118949,7.5687524,0,36,2016-08-04,2016-08-04T18:04:22,2016-08-04
